time,IR
32.203, 95245
32.223, 95225
32.242, 95172
32.263, 95168
32.283, 95213
32.304, 95239
32.324, 95160
32.343, 95112
32.363, 95110
32.384, 95075
32.404, 95119
32.423, 95180
32.443, 95202
32.464, 95316
32.484, 95407
32.505, 95434
32.523, 95553
32.544, 95632
32.564, 95625
32.584, 95460
32.604, 95360
32.624, 95328
32.645, 95350
32.665, 95337
32.686, 95292
32.704, 95294
32.725, 95256
32.745, 95193
32.766, 95119
32.784, 95180
32.805, 95196
32.825, 95264
32.846, 95265
32.866, 95307
32.885, 95414
32.905, 95494
32.925, 95473
32.946, 95526
32.965, 95624
32.986, 95676
33.006, 95683
33.027, 95673
33.047, 95748
33.066, 95814
33.086, 95805
33.107, 95724
33.127, 95592
33.146, 95643
33.166, 95636
33.187, 95615
33.207, 95578
33.228, 95596
33.246, 95584
33.266, 95566
33.287, 95613
33.307, 95669
33.326, 95822
33.346, 95931
33.368, 95922
33.388, 95959
33.409, 96056
33.427, 96090
33.448, 96030
33.468, 95915
33.489, 95862
33.507, 95804
33.528, 95755
33.548, 95662
33.569, 95519
33.587, 95413
33.607, 95378
33.628, 95433
33.648, 95479
33.669, 95501
33.688, 95547
33.709, 95469
33.729, 95403
33.750, 95393
33.768, 95461
33.789, 95496
33.809, 95500
33.830, 95469
33.850, 95486
33.869, 95561
33.889, 95583
33.910, 95612
33.930, 95633
33.948, 95614
33.969, 95547
33.989, 95545
34.010, 95519
34.030, 95582
34.049, 95659
34.069, 95704
34.090, 95753
34.111, 95775
34.130, 95831
34.150, 95747
34.171, 95660
34.191, 95726
34.212, 95705
34.230, 95666
34.251, 95522
34.271, 95265
34.291, 95085
34.310, 94883
34.330, 94621
34.351, 94340
34.371, 93765
34.392, 92112
34.410, 89902
34.431, 89308
34.451, 77569
34.472, 56262
34.491, 35478
34.512, 21072
34.532, 12156
34.553, 7254
34.573, 4612
34.592, 3043
34.612, 2113
34.632, 1508
34.653, 1163
34.673, 926
34.692, 799
34.712, 747
34.733, 670
34.753, 587
34.773, 578
34.793, 573
34.812, 603
34.832, 608
34.853, 627
34.873, 629
34.894, 622
34.912, 633
34.933, 652
34.953, 644
34.973, 638
34.994, 620
35.014, 619
35.033, 626
35.053, 643
35.074, 636
35.094, 630
35.115, 625
35.135, 612
35.154, 606
35.174, 612
35.195, 608
35.214, 621
35.235, 636
35.255, 621
35.273, 622
35.294, 609
35.314, 619
35.335, 601
35.355, 600
35.376, 572
35.394, 579
35.415, 580
35.435, 587
35.456, 565
35.476, 558
35.497, 539
35.515, 553
35.536, 619
35.556, 639
35.577, 705
35.596, 708
35.616, 765
35.635, 773
35.655, 788
35.676, 759
35.696, 778
35.717, 779
35.735, 771
35.756, 780
35.776, 766
35.797, 724
35.817, 738
35.838, 740
35.856, 735
35.877, 720
35.897, 689
35.918, 687
35.938, 669
35.959, 665
35.977, 669
35.997, 623
36.018, 643
36.037, 636
36.058, 616
36.078, 598
36.097, 609
36.117, 585
36.138, 589
36.158, 589
36.179, 577
36.197, 601
36.218, 589
36.238, 580
36.259, 597
36.279, 613
36.300, 591
36.318, 639
36.338, 629
36.359, 644
36.379, 652
36.400, 642
36.420, 641
36.439, 645
36.459, 650
36.479, 637
36.499, 668
36.520, 659
36.540, 652
36.559, 649
36.579, 644
36.600, 617
36.620, 627
36.641, 610
36.661, 619
36.679, 609
36.700, 601
36.720, 572
36.741, 587
36.761, 575
36.782, 579
36.800, 570
36.821, 565
36.840, 553
36.861, 543
36.881, 555
36.902, 538
36.920, 546
36.941, 556
36.961, 616
36.982, 652
37.002, 710
37.020, 728
37.041, 770
37.061, 755
37.082, 765
37.102, 782
37.123, 760
37.141, 777
37.162, 758
37.182, 760
37.203, 749
37.223, 742
37.243, 743
37.262, 720
37.282, 733
37.302, 712
37.323, 691
37.343, 682
37.363, 655
37.382, 662
37.402, 626
37.423, 642
37.443, 634
37.464, 595
37.482, 616
37.503, 557
37.523, 572
37.544, 569
37.564, 582
37.585, 572
37.603, 569
37.624, 534
37.644, 571
37.665, 525
37.684, 550
37.704, 522
37.723, 531
37.743, 524
37.764, 542
37.784, 511
37.805, 523
37.825, 495
37.844, 506
37.864, 501
37.885, 469
37.905, 473
37.926, 476
37.946, 472
37.965, 481
37.985, 474
38.006, 471
38.026, 476
38.046, 457
38.066, 459
38.085, 469
38.105, 474
38.125, 474
38.146, 476
38.166, 488
38.185, 466
38.205, 465
38.226, 458
38.246, 443
38.267, 457
38.287, 441
38.306, 479
38.326, 514
38.347, 523
38.367, 557
38.387, 578
38.408, 613
38.426, 633
38.447, 634
38.467, 661
38.488, 663
38.507, 660
38.528, 637
38.546, 656
38.567, 656
38.587, 631
38.608, 664
38.628, 658
38.649, 686
38.667, 656
38.688, 669
38.708, 677
38.728, 643
38.749, 662
38.767, 649
38.788, 645
38.808, 643
38.829, 628
38.849, 617
38.870, 604
38.888, 602
38.909, 601
38.929, 604
38.949, 586
38.969, 557
38.990, 576
39.008, 583
39.029, 553
39.049, 582
39.069, 561
39.090, 565
39.110, 547
39.129, 529
39.149, 524
39.170, 530
39.190, 535
39.211, 538
39.231, 543
39.250, 561
39.270, 552
39.291, 573
39.311, 637
39.331, 529
39.351, 633
39.369, 684
39.390, 782
39.410, 938
39.431, 1228
39.451, 1766
39.470, 2482
39.490, 3472
39.511, 4833
39.531, 6591
39.552, 8539
39.570, 11298
39.591, 15991
39.611, 22447
39.632, 32866
39.652, 56554
39.672, 83685
39.692, 85670
39.713, 85049
39.733, 84525
39.751, 84334
39.772, 84658
39.792, 85124
39.813, 85702
39.833, 86573
39.852, 87604
39.872, 87848
39.893, 88162
39.913, 89021
39.932, 89530
39.952, 91148
39.973, 94865
39.993, 95443
40.014, 94925
40.033, 95686
40.054, 95395
40.074, 93299
40.094, 90516
40.113, 89313
40.133, 89628
40.154, 89908
40.174, 89136
40.195, 89521
40.213, 91648
40.234, 92715
40.254, 93243
40.275, 93541
40.293, 94087
40.314, 95097
40.334, 97030
40.355, 98538
40.375, 99819
40.395, 100870
40.415, 101636
40.435, 102138
40.456, 102668
40.474, 103052
40.495, 103453
40.515, 103915
40.536, 104419
40.554, 104793
40.575, 104971
40.596, 104992
40.617, 105034
40.635, 105023
40.656, 104931
40.676, 104825
40.697, 104883
40.715, 105061
40.736, 105118
40.756, 105096
40.776, 105266
40.796, 105375
40.816, 105503
40.837, 105556
40.857, 105599
40.876, 105609
40.896, 105739
40.917, 105864
40.937, 105999
40.957, 106074
40.977, 106209
40.998, 106226
41.018, 106242
41.037, 106236
41.057, 106317
41.078, 106419
41.098, 106539
41.116, 106699
41.137, 106858
41.158, 106908
41.179, 107013
41.197, 107141
41.218, 107232
41.238, 107240
41.259, 107246
41.277, 107204
41.298, 107129
41.318, 106974
41.339, 106870
41.358, 106740
41.379, 106697
41.399, 106628
41.420, 106580
41.438, 106654
41.458, 106736
41.479, 106878
41.499, 107014
41.519, 107004
41.539, 107041
41.560, 107010
41.580, 107009
41.599, 107048
41.619, 107134
41.640, 107257
41.660, 107308
41.679, 107284
41.699, 107303
41.721, 107274
41.741, 107238
41.760, 107222
41.780, 107207
41.800, 107164
41.821, 107214
41.839, 107261
41.860, 107300
41.880, 107286
41.901, 107284
41.920, 107316
41.941, 107357
41.961, 107370
41.982, 107372
42.000, 107357
42.021, 107314
42.041, 107224
42.062, 107145
42.081, 107130
42.102, 107119
42.122, 107090
42.142, 107025
42.161, 106984
42.181, 106949
42.202, 106968
42.222, 107115
42.241, 107184
42.261, 107258
42.283, 107275
42.303, 107288
42.322, 107300
42.342, 107316
42.363, 107315
42.383, 107320
42.402, 107331
42.422, 107377
42.443, 107376
42.463, 107413
42.482, 107465
42.503, 107548
42.523, 107526
42.544, 107538
42.562, 107588
42.583, 107627
42.603, 107721
42.624, 107758
42.643, 107855
42.664, 107895
42.684, 107942
42.705, 107950
42.723, 107933
42.744, 107857
42.764, 107785
42.785, 107707
42.803, 107682
42.823, 107616
42.845, 107561
42.865, 107551
42.884, 107576
42.904, 107625
42.925, 107614
42.945, 107553
42.964, 107590
42.984, 107665
43.005, 107724
43.025, 107730
43.045, 107725
43.065, 107659
43.086, 107596
43.106, 107618
43.125, 107675
43.145, 107714
43.165, 107766
43.186, 107919
43.205, 108028
43.226, 108066
43.246, 108082
43.267, 108105
43.285, 108107
43.306, 108096
43.326, 108120
43.347, 108170
43.365, 108256
43.386, 108325
43.407, 108340
43.428, 108346
43.446, 108346
43.467, 108263
43.487, 108176
43.507, 108111
43.526, 108079
43.546, 108020
43.567, 108022
43.587, 108024
43.607, 108024
43.627, 108008
43.648, 107986
43.668, 107939
43.687, 107944
43.707, 107962
43.728, 108025
43.748, 108074
43.768, 108103
43.788, 108153
43.809, 108233
43.829, 108319
43.847, 108323
43.868, 108395
43.888, 108528
43.909, 108649
43.927, 108729
43.948, 108757
43.969, 108719
43.990, 108690
44.008, 108705
44.029, 108728
44.049, 108710
44.070, 108699
44.088, 108675
44.109, 108710
44.129, 108669
44.150, 108663
44.169, 108657
44.189, 108658
44.210, 108643
44.230, 108570
44.249, 108554
44.269, 108473
44.290, 108410
44.310, 108443
44.330, 108544
44.350, 108517
44.371, 108541
44.391, 108550
44.410, 108511
44.430, 108406
44.451, 108330
44.471, 108284
44.489, 108281
44.510, 108316
44.531, 108338
44.552, 108392
44.570, 108431
44.591, 108441
44.611, 108481
44.632, 108466
44.650, 108499
44.671, 108522
44.691, 108587
44.712, 108596
44.731, 108640
44.752, 108604
44.772, 108641
44.793, 108670
44.811, 108689
44.832, 108773
44.852, 108848
44.872, 108900
44.892, 108930
44.912, 108905
44.933, 108917
44.953, 108853
44.972, 108825
44.992, 108790
45.013, 108729
45.033, 108616
45.052, 108576
45.073, 108451
45.094, 108361
45.114, 108265
45.133, 108187
45.153, 108106
45.174, 108057
45.194, 108031
45.212, 107949
45.233, 107904
45.253, 107850
45.275, 107869
45.293, 107902
45.314, 107917
45.334, 107900
45.355, 107911
45.373, 107957
45.394, 107970
45.414, 107943
45.435, 107950
45.454, 108062
45.475, 108125
45.495, 108169
45.516, 108186
45.534, 108200
45.554, 108238
45.575, 108237
45.595, 108255
45.614, 108314
45.635, 108361
45.656, 108318
45.676, 108337
45.695, 108350
45.715, 108280
45.736, 108245
45.756, 108292
45.775, 108330
45.795, 108379
45.816, 108402
45.837, 108365
45.856, 108290
45.876, 108089
45.896, 107948
45.917, 107844
45.935, 107732
45.956, 107659
45.976, 107586
45.997, 107487
46.016, 107371
46.037, 107338
46.057, 107282
46.078, 107322
46.096, 107320
46.117, 107286
46.137, 107275
46.158, 107228
46.176, 107222
46.198, 107233
46.218, 107296
46.238, 107266
46.257, 107312
46.277, 107296
46.298, 107253
46.318, 107213
46.337, 107178
46.357, 107150
46.379, 107139
46.399, 107095
46.418, 107111
46.438, 107146
46.459, 107178
46.479, 107177
46.498, 107182
46.518, 107151
46.539, 107160
46.559, 107215
46.578, 107316
46.599, 107407
46.619, 107474
46.640, 107499
46.658, 107524
46.679, 107523
46.699, 107569
46.720, 107739
46.738, 107931
46.760, 108192
46.780, 108426
46.801, 108576
46.819, 108684
46.840, 108799
46.860, 108919
46.881, 109028
46.899, 109099
46.919, 109178
46.940, 109226
46.961, 109270
46.982, 109332
47.000, 109372
47.021, 109410
47.041, 109446
47.062, 109476
47.080, 109497
47.101, 109544
47.121, 109540
47.142, 109532
47.161, 109494
47.182, 109509
47.202, 109492
47.223, 109301
47.241, 108997
47.261, 108578
47.282, 108006
47.302, 106978
47.322, 105824
47.342, 105516
47.363, 105205
47.383, 103760
47.402, 101840
47.422, 102159
47.443, 102510
47.463, 101154
47.482, 97865
47.502, 93720
47.523, 87912
47.544, 81026
47.563, 75229
47.583, 70675
47.603, 68457
47.624, 67345
47.642, 65917
47.663, 64432
47.683, 61474
47.704, 56310
47.724, 52379
47.743, 52569
47.763, 57208
47.784, 59224
47.804, 60660
47.823, 62007
47.843, 59862
47.864, 55167
47.884, 49999
47.905, 43741
47.924, 33742
47.944, 27689
47.965, 23959
47.985, 22297
48.004, 21246
48.024, 19550
48.045, 18633
48.065, 18961
48.086, 19662
48.104, 20076
48.125, 20552
48.145, 21279
48.166, 22910
48.184, 26002
48.205, 27883
48.225, 28292
48.246, 28609
48.266, 29020
48.285, 29651
48.306, 32186
48.326, 34455
48.347, 36240
48.365, 37280
48.386, 38423
48.406, 43015
48.427, 46759
48.447, 48891
48.466, 50054
48.486, 50554
48.507, 52447
48.527, 54826
48.546, 55264
48.566, 53160
48.587, 54622
48.607, 53678
48.627, 52230
48.647, 54490
48.667, 58970
48.688, 62855
48.708, 67402
48.727, 75329
48.747, 83495
48.768, 90495
48.788, 95119
48.809, 98552
48.827, 101531
48.848, 104187
48.868, 106258
48.889, 107969
48.907, 109046
48.929, 109705
48.949, 110248
48.969, 110616
48.988, 110861
49.008, 111083
49.029, 111168
49.049, 111274
49.068, 111413
49.088, 111545
49.109, 111647
49.129, 111667
49.149, 111752
49.169, 111828
49.190, 111896
49.210, 111945
49.229, 112061
49.249, 112136
49.270, 112171
49.290, 112150
49.309, 112124
49.330, 112108
49.350, 112111
49.371, 112127
49.389, 112093
49.410, 112097
49.430, 112105
49.451, 112137
49.469, 112178
49.491, 112239
49.511, 112289
49.532, 112333
49.550, 112400
49.571, 112428
49.591, 112462
49.612, 112505
49.630, 112571
49.650, 112623
49.671, 112652
49.691, 112666
49.711, 112709
49.731, 112772
49.752, 112764
49.772, 112759
49.791, 112751
49.811, 112793
49.832, 112803
49.852, 112797
49.872, 112792
49.892, 112818
49.913, 112851
49.933, 112920
49.952, 112917
49.972, 112977
49.992, 113027
50.013, 113051
50.031, 113044
50.053, 113065
50.073, 113078
50.094, 113069
50.112, 113111
50.133, 113113
50.153, 113103
50.174, 113118
50.192, 113151
50.213, 113167
50.233, 113179
50.255, 113176
50.273, 113201
50.294, 113231
50.314, 113246
50.334, 113247
50.353, 113281
50.373, 113297
50.394, 113298
50.414, 113306
50.434, 113330
50.454, 113345
50.475, 113336
50.495, 113350
50.514, 113307
50.534, 113320
50.555, 113289
50.575, 113256
50.595, 113264
50.615, 113249
50.636, 113261
50.656, 113248
50.674, 113242
50.695, 113268
50.715, 113310
50.736, 113320
50.754, 113296
50.775, 113304
50.795, 113327
50.817, 113340
50.835, 113341
50.856, 113355
50.876, 113319
50.897, 113328
50.915, 113333
50.936, 113356
50.956, 113342
50.977, 113330
50.996, 113331
51.016, 113370
51.037, 113392
51.057, 113407
51.076, 113391
51.096, 113398
51.117, 113422
51.137, 113409
51.157, 113405
51.177, 113448
51.198, 113468
51.218, 113450
51.237, 113446
51.257, 113460
51.278, 113478
51.298, 113455
51.317, 113433
51.337, 113399
51.358, 113401
51.379, 113395
51.397, 113407
51.418, 113424
51.438, 113412
51.459, 113432
51.477, 113425
51.498, 113444
51.518, 113457
51.539, 113469
51.558, 113461
51.579, 113465
51.599, 113441
51.620, 113447
51.638, 113450
51.659, 113468
51.679, 113483
51.699, 113475
51.719, 113494
51.739, 113526
51.760, 113530
51.780, 113516
51.799, 113527
51.819, 113543
51.840, 113548
51.860, 113537
51.879, 113565
51.899, 113572
51.921, 113581
51.941, 113574
51.960, 113582
51.980, 113607
52.001, 113602
52.021, 113632
52.039, 113614
52.060, 113590
52.080, 113574
52.101, 113567
52.120, 113592
52.141, 113618
52.161, 113603
52.182, 113650
52.200, 113661
52.221, 113698
52.241, 113718
52.262, 113741
52.281, 113764
52.302, 113787
52.322, 113779
52.343, 113816
52.361, 113820
52.381, 113824
52.402, 113806
52.422, 113838
52.441, 113823
52.462, 113835
52.483, 113868
52.503, 113863
52.522, 113894
52.542, 113912
52.563, 113915
52.583, 113954
52.602, 113922
52.622, 113955
52.643, 113990
52.663, 113960
52.683, 114003
52.703, 113989
52.723, 114006
52.744, 113995
52.762, 114041
52.783, 114029
52.803, 114018
52.824, 114019
52.843, 114000
52.864, 114012
52.884, 114008
52.905, 113974
52.923, 114008
52.944, 113999
52.964, 113981
52.985, 113985
53.003, 114027
53.024, 114009
53.045, 114028
53.065, 114032
53.084, 114079
53.104, 114054
53.125, 114058
53.145, 114032
53.164, 114070
53.184, 114062
53.205, 114065
53.225, 114052
53.245, 114077
53.265, 114078
53.286, 114046
53.306, 114083
53.325, 114079
53.345, 114076
53.366, 114094
53.386, 114066
53.405, 114105
53.426, 114089
53.446, 114107
53.467, 114093
53.485, 114136
53.506, 114133
53.526, 114116
53.547, 114117
53.565, 114145
53.586, 114147
53.607, 114115
53.628, 114102
53.646, 114070
53.667, 114060
53.687, 114068
53.708, 114087
53.726, 114084
53.746, 114105
53.767, 114120
53.787, 114103
53.807, 114161
53.827, 114165
53.848, 114147
53.868, 114156
53.887, 114150
53.907, 114160
53.928, 114160
53.948, 114172
53.968, 114191
53.988, 114193
54.009, 114173
54.029, 114200
54.048, 114230
54.068, 114236
54.088, 114238
54.109, 114233
54.127, 114263
54.148, 114280
54.169, 114265
54.190, 114270
54.208, 114303
54.229, 114281
54.249, 114280
54.270, 114308
54.288, 114300
54.309, 114318
54.329, 114330
54.350, 114317
54.369, 114363
54.390, 114311
54.410, 114306
54.430, 114282
54.449, 114313
54.469, 114302
54.490, 114288
54.510, 114304
54.530, 114315
54.550, 114334
54.571, 114346
54.591, 114350
54.610, 114406
54.630, 114405
54.651, 114425
54.671, 114403
54.690, 114425
54.710, 114449
54.732, 114436
54.752, 114448
54.770, 114467
54.791, 114496
54.811, 114443
54.832, 114461
54.850, 114489
54.871, 114509
54.891, 114451
54.912, 114484
54.931, 114478
54.952, 114506
54.972, 114469
54.993, 114461
55.011, 114484
55.032, 114509
55.052, 114465
55.073, 114470
55.092, 114470
55.112, 114496
55.133, 114479
55.153, 114469
55.172, 114429
55.192, 114390
55.213, 114383
55.233, 114391
55.252, 114387
55.273, 114387
55.294, 114369
55.314, 114381
55.333, 114400
55.353, 114412
55.374, 114363
55.394, 114369
55.413, 114375
55.433, 114443
55.453, 114399
55.474, 114398
55.493, 114387
55.514, 114415
55.534, 114389
55.555, 114386
55.573, 114394
55.594, 114419
55.614, 114395
55.635, 114424
55.654, 114447
55.675, 114444
55.695, 114428
55.716, 114410
55.734, 114438
55.755, 114433
55.775, 114394
55.795, 114401
55.814, 114427
55.834, 114465
55.856, 114430
55.876, 114424
55.895, 114438
55.915, 114462
55.936, 114447
55.956, 114416
55.975, 114379
55.995, 114369
56.016, 114353
56.036, 114376
56.056, 114406
56.076, 114451
56.097, 114452
56.117, 114439
56.135, 114450
56.156, 114494
56.176, 114475
56.197, 114483
56.216, 114502
56.237, 114478
56.257, 114492
56.278, 114498
56.296, 114507
56.317, 114499
56.337, 114522
56.358, 114539
56.376, 114535
56.398, 114544
56.418, 114578
56.439, 114562
56.457, 114558
56.477, 114558
56.498, 114598
56.518, 114565
56.537, 114581
56.557, 114582
56.578, 114580
56.598, 114579
56.618, 114620
56.638, 114598
56.659, 114603
56.679, 114601
56.698, 114613
56.718, 114637
56.739, 114617
56.759, 114581
56.779, 114560
56.799, 114563
56.819, 114542
56.840, 114526
56.858, 114541
56.879, 114592
56.899, 114557
56.920, 114586
56.938, 114590
56.959, 114613
56.980, 114591
57.001, 114589
57.019, 114591
57.040, 114594
57.060, 114583
57.081, 114590
57.099, 114614
57.120, 114644
57.140, 114615
57.160, 114275
57.180, 114146
57.200, 114112
57.221, 114094
57.241, 114105
57.260, 114141
57.280, 114168
57.301, 114116
57.321, 114126
57.341, 114145
57.361, 114164
57.382, 114150
57.402, 114147
57.421, 114138
57.441, 114139
57.462, 114161
57.482, 114140
57.500, 114139
57.521, 114117
57.542, 114087
57.563, 114080
57.581, 114081
57.602, 114074
57.622, 114081
57.643, 114090
57.661, 114100
57.682, 114108
57.702, 114108
57.723, 114111
57.742, 114132
57.763, 114159
57.783, 114130
57.804, 114150
57.822, 114137
57.842, 114169
57.863, 114155
57.883, 114153
57.903, 114185
57.923, 114185
57.944, 114161
57.964, 114178
57.983, 114181
58.003, 114198
58.024, 114197
58.044, 114179
58.063, 114208
58.083, 114199
58.105, 114214
58.125, 114203
58.144, 114228
58.164, 114239
58.184, 114258
58.205, 114251
58.223, 114270
58.244, 114279
58.264, 114257
58.285, 114259
58.304, 114263
58.325, 114225
58.345, 114191
58.366, 114181
58.384, 114180
58.405, 114196
58.425, 114176
58.446, 114175
58.465, 114187
58.486, 114226
58.506, 114234
58.526, 114250
58.545, 114306
58.565, 114316
58.586, 114308
58.606, 114305
58.625, 114345
58.645, 114343
58.667, 114319
58.687, 114341
58.706, 114363
58.726, 114394
58.747, 114372
58.767, 114371
58.786, 114401
58.806, 114390
58.827, 114403
58.847, 114398
58.866, 114403
58.887, 114397
58.907, 114425
58.928, 114407
58.946, 114429
58.967, 114413
58.987, 114379
59.008, 114388
59.027, 114402
59.048, 114431
59.068, 114435
59.089, 114406
59.107, 114401
59.128, 114399
59.148, 114367
59.169, 114350
59.187, 114340
59.207, 114377
59.229, 114355
59.249, 114361
59.268, 114357
59.288, 114359
59.309, 114349
59.329, 114352
59.348, 114371
59.368, 114366
59.389, 114370
59.410, 114359
59.429, 114369
59.449, 114382
59.470, 114394
59.490, 114397
59.509, 114420
59.529, 114411
59.549, 114396
59.570, 114407
59.589, 114432
59.610, 114432
59.630, 114430
59.651, 114432
59.669, 114466
59.690, 114456
59.710, 114472
59.731, 114507
59.749, 114508
59.771, 114481
59.791, 114527
59.812, 114497
59.830, 114529
59.851, 114500
59.871, 114523
59.891, 114500
59.910, 114492
59.930, 114502
59.951, 114479
59.972, 114477
59.991, 114467
60.011, 114452
60.032, 114439
60.052, 114461
60.071, 114468
60.091, 114466
60.112, 114451
60.132, 114438
60.152, 114399
60.172, 114294
60.193, 114081
60.213, 113739
60.231, 113433
60.252, 113427
60.272, 113438
60.293, 113274
60.311, 112411
60.333, 109372
60.353, 105293
60.374, 79094
60.392, 39729
60.413, 24545
60.433, 19004
60.454, 17019
60.472, 13555
60.493, 8038
60.513, 3574
60.534, 1571
60.554, 882
60.572, 697
60.593, 660
60.613, 633
60.634, 641
60.654, 644
60.675, 653
60.693, 624
60.714, 636
60.734, 631
60.755, 618
60.775, 603
60.794, 613
60.814, 610
60.834, 596
60.854, 588
60.875, 587
60.895, 584
60.913, 590
60.934, 577
60.954, 569
60.975, 563
60.995, 560
61.016, 551
61.034, 547
61.055, 545
61.075, 540
61.096, 534
61.116, 543
61.137, 547
61.155, 537
61.176, 573
61.196, 583
61.216, 598
61.236, 602
61.256, 597
61.275, 614
61.295, 628
61.316, 631
61.336, 607
61.357, 601
61.375, 603
61.396, 597
61.416, 606
61.437, 590
61.457, 575
61.478, 572
61.496, 569
61.517, 570
61.537, 574
61.558, 568
61.578, 576
61.598, 572
61.617, 575
61.637, 581
61.657, 585
61.677, 561
61.698, 565
61.718, 576
61.737, 572
61.757, 567
61.778, 562
61.798, 551
61.819, 542
61.837, 562
61.858, 570
61.878, 616
61.899, 644
61.919, 683
61.939, 709
61.958, 735
61.978, 723
61.999, 731
62.019, 736
62.040, 715
62.059, 710
62.078, 697
62.098, 707
62.119, 702
62.139, 685
62.160, 689
62.180, 689
62.199, 686
62.219, 691
62.240, 678
62.260, 663
62.280, 643
62.301, 645
62.319, 629
62.340, 627
62.360, 620
62.381, 611
62.401, 615
62.420, 595
62.440, 584
62.461, 602
62.480, 586
62.501, 591
62.521, 580
62.540, 577
62.560, 560
62.581, 573
62.601, 566
62.621, 551
62.642, 555
62.660, 551
62.681, 551
62.701, 548
62.722, 528
62.742, 544
62.763, 553
62.781, 563
62.802, 544
62.822, 542
62.843, 578
62.863, 571
62.882, 573
62.902, 580
62.921, 566
62.942, 584
62.962, 577
62.983, 555
63.001, 578
63.022, 564
63.042, 565
63.063, 565
63.083, 561
63.104, 561
63.122, 556
63.143, 557
63.163, 544
63.184, 558
63.204, 543
63.225, 544
63.243, 545
